relative_path,absolute_path,filename,extension,size_bytes,sha1,role
Media-Images/Stock images_unzipped/7c838ce6-6309-46ca-977c-f57adb624379 (Medium).jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/7c838ce6-6309-46ca-977c-f57adb624379 (Medium).jpeg,7c838ce6-6309-46ca-977c-f57adb624379 (Medium).jpeg,.jpeg,173653,bfc339d7c03e98b579b9a883170648d94dc72cc6,stock_image
Media-Images/Stock images_unzipped/819201d4-dd1e-4935-8f8f-0e2070252137 (Medium).jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/819201d4-dd1e-4935-8f8f-0e2070252137 (Medium).jpeg,819201d4-dd1e-4935-8f8f-0e2070252137 (Medium).jpeg,.jpeg,124233,d203b19138998ec0698282c9827794f35e57bc11,stock_image
Media-Images/Stock images_unzipped/8a2c902d-1a7d-41b1-88c6-e5822bd21f8c (Medium).jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/8a2c902d-1a7d-41b1-88c6-e5822bd21f8c (Medium).jpeg,8a2c902d-1a7d-41b1-88c6-e5822bd21f8c (Medium).jpeg,.jpeg,132517,8b92c9f7b09a12e37d38f1c3e560482885b42a6f,stock_image
Media-Images/Stock images_unzipped/93079f37-e992-436a-be38-37c233ef604d (Medium).jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/93079f37-e992-436a-be38-37c233ef604d (Medium).jpeg,93079f37-e992-436a-be38-37c233ef604d (Medium).jpeg,.jpeg,201905,2a3dadbc9b2f187d7f0b4e3d431788363333be88,stock_image
Media-Images/Stock images_unzipped/aa134484-c36e-4f68-8e8f-d14d2acfc78a (Medium).jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/aa134484-c36e-4f68-8e8f-d14d2acfc78a (Medium).jpeg,aa134484-c36e-4f68-8e8f-d14d2acfc78a (Medium).jpeg,.jpeg,63304,ca6babf7ff7d97f8b0c26c77fb82468e319836c7,stock_image
Media-Images/Stock images_unzipped/aa1c0948-1dfd-4749-b079-c968f254d204.jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/aa1c0948-1dfd-4749-b079-c968f254d204.jpeg,aa1c0948-1dfd-4749-b079-c968f254d204.jpeg,.jpeg,84979,32304e8370d0cf97ecdd5870f164d1aea51b1d0d,stock_image
Media-Images/Stock images_unzipped/ad2f107f-da43-4885-a76c-b2ba49903c12.jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/ad2f107f-da43-4885-a76c-b2ba49903c12.jpeg,ad2f107f-da43-4885-a76c-b2ba49903c12.jpeg,.jpeg,161150,44a61254882be6ee33d92ba9dfcbdcf6c26e4719,stock_image
Media-Images/Stock images_unzipped/b5790770-bfb3-4df7-9128-6d25902c9776.jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/b5790770-bfb3-4df7-9128-6d25902c9776.jpeg,b5790770-bfb3-4df7-9128-6d25902c9776.jpeg,.jpeg,114777,3b99e2c694ce88bd88c38d93d68a80bfe1b2c4d6,stock_image
Media-Images/Stock images_unzipped/ceea28f0-2bf7-42f4-9af0-3936517bdf3c.jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/ceea28f0-2bf7-42f4-9af0-3936517bdf3c.jpeg,ceea28f0-2bf7-42f4-9af0-3936517bdf3c.jpeg,.jpeg,183277,b562092e8484e9d5c6e62671c670e606b2d338cc,stock_image
Media-Images/Stock images_unzipped/ee50e99b-5f02-4f68-b7c1-53154d01775a.jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Stock images_unzipped/ee50e99b-5f02-4f68-b7c1-53154d01775a.jpeg,ee50e99b-5f02-4f68-b7c1-53154d01775a.jpeg,.jpeg,124639,7c9c801161b7c87285b6256a72c1c01ea9e19ef0,stock_image
Media-Images/Website images _unzipped/11062b_8135b27108d04d2a97adc750a341fb79~mv2.avif,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/11062b_8135b27108d04d2a97adc750a341fb79~mv2.avif,11062b_8135b27108d04d2a97adc750a341fb79~mv2.avif,.avif,79307,fdc86ad9fe95a10612f06b2ff83666d1a6b913b8,website_image
Media-Images/Website images _unzipped/1280px-BaisMedrashInterior.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/1280px-BaisMedrashInterior.jpg,1280px-BaisMedrashInterior.jpg,.jpg,213598,5a677eceb45999538abbb45ae68f1a681ea53e3d,website_image
Media-Images/Website images _unzipped/1751460869628.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/1751460869628.jpg,1751460869628.jpg,.jpg,106444,7c5c2486d0160d510220585f04767730865237eb,website_image
Media-Images/Website images _unzipped/33_orig.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/33_orig.jpg,33_orig.jpg,.jpg,17852,5310567b11cfae071139ac16c85b49f3fdd6ebfa,website_image
Media-Images/Website images _unzipped/34_orig.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/34_orig.jpg,34_orig.jpg,.jpg,31091,21c98088617d0442a69aa114f5cf0e3ce5d833bc,website_image
Media-Images/Website images _unzipped/358739435_603589091913526_3550973734746701646_n.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/358739435_603589091913526_3550973734746701646_n.jpg,358739435_603589091913526_3550973734746701646_n.jpg,.jpg,93415,b9e60b67d24329524d555a7e8ec9902b28257cd2,website_image
Media-Images/Website images _unzipped/438932459_3820687801496580_7246425563757743508_n.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/438932459_3820687801496580_7246425563757743508_n.jpg,438932459_3820687801496580_7246425563757743508_n.jpg,.jpg,3742,7f79f3d32dc912fe6916a0dceca2f4ae7b5f9ee9,website_image
Media-Images/Website images _unzipped/491996659_2155008681613515_41739.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/491996659_2155008681613515_41739.jpg,491996659_2155008681613515_41739.jpg,.jpg,664544,ca24a2b1709182cdfd11e3c2fc3e4d969a7191e2,website_image
Media-Images/Website images _unzipped/61DSFe1-cCL._SL1499_.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/61DSFe1-cCL._SL1499_.jpg,61DSFe1-cCL._SL1499_.jpg,.jpg,107429,e7b4a4284f14c1804ee008b6f5057f734bdc4ef9,website_image
Media-Images/Website images _unzipped/6600b25c-0c91-4afa-938b-8419bf51b7fa.jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/6600b25c-0c91-4afa-938b-8419bf51b7fa.jpeg,6600b25c-0c91-4afa-938b-8419bf51b7fa.jpeg,.jpeg,361799,292b2068803d3a4fc24b850c240ecd232641d080,website_image
Media-Images/Website images _unzipped/92f487_992c29615f9b402c905cc79ee0b17034~mv2.png.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/92f487_992c29615f9b402c905cc79ee0b17034~mv2.png.jpg,92f487_992c29615f9b402c905cc79ee0b17034~mv2.png.jpg,.jpg,628173,74cf682443a8a63a830935eab81f00d5fb27f5db,website_image
Media-Images/Website images _unzipped/BeitMidrash.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/BeitMidrash.jpg,BeitMidrash.jpg,.jpg,57174,333adda328653f5d86a790826e9d887ebaec0510,website_image
Media-Images/Website images _unzipped/Brindar siempre lo mejor de ti._edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Brindar siempre lo mejor de ti._edited.jpg,Brindar siempre lo mejor de ti._edited.jpg,.jpg,1389270,4db687918d67942c368f55aafcdac347f2c08d86,website_image
Media-Images/Website images _unzipped/Mekor Habracha.png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Mekor Habracha.png,Mekor Habracha.png,.png,239031,674788cb00458ec0b0905d880a8762d4ccbe100f,website_image
Media-Images/Website images _unzipped/Mekor.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Mekor.jpg,Mekor.jpg,.jpg,5673,7dc87fd1d1e473b44a1cc2a67440e3b0a7d71d46,website_image
Media-Images/Website images _unzipped/Mekor_edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Mekor_edited.jpg,Mekor_edited.jpg,.jpg,3974,4beab9b669d1f7e5e0dc9cc3b6005db33b1c523c,website_image
Media-Images/Website images _unzipped/PHOTO-2025-10-24-15-03-56.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/PHOTO-2025-10-24-15-03-56.jpg,PHOTO-2025-10-24-15-03-56.jpg,.jpg,382883,4df5e27637900ea3fbcb6ce2e7ff3d5640312a1c,website_image
Media-Images/Website images _unzipped/PHOTO-2025-10-24-15-03-56_edited.png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/PHOTO-2025-10-24-15-03-56_edited.png,PHOTO-2025-10-24-15-03-56_edited.png,.png,2331260,1ddb05ae23537c56983e9109e41413e889c60611,website_image
Media-Images/Website images _unzipped/Shavuot_2025.png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Shavuot_2025.png,Shavuot_2025.png,.png,325811,7296250cae55cc9c9af25c8818b5d0d0e1006490,website_image
Media-Images/Website images _unzipped/Things to do_edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Things to do_edited.jpg,Things to do_edited.jpg,.jpg,8738239,e89136b1489d9a0be165122367e86f3cbeb6a40b,website_image
Media-Images/Website images _unzipped/Things to do_edited_edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Things to do_edited_edited.jpg,Things to do_edited_edited.jpg,.jpg,8183777,b659b434260c3234509cd34013bf8f45ee31bbff,website_image
Media-Images/Website images _unzipped/WhatsApp Image 2025-08-10 at 20.09.16 (1).jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/WhatsApp Image 2025-08-10 at 20.09.16 (1).jpeg,WhatsApp Image 2025-08-10 at 20.09.16 (1).jpeg,.jpeg,470062,d7dd215e0ccab9723b701485b34fcd5e1f54664e,website_image
Media-Images/Website images _unzipped/WhatsApp Image 2025-09-18 at 09.17.54.jpeg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/WhatsApp Image 2025-09-18 at 09.17.54.jpeg,WhatsApp Image 2025-09-18 at 09.17.54.jpeg,.jpeg,350843,eb815d911fac99a81b594bc0cf876f98d45d519e,website_image
Media-Images/Website images _unzipped/Zelle_-_FinTech_News.webp,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/Zelle_-_FinTech_News.webp,Zelle_-_FinTech_News.webp,.webp,7816,107971bd587b9c65610edbdfb0aeb4e030915f0a,website_image
Media-Images/Website images _unzipped/amazon-pay (1).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/amazon-pay (1).png,amazon-pay (1).png,.png,10638,8833b0d198712427bed91156eef4e600c3e31b42,website_image
Media-Images/Website images _unzipped/apple-pay (1).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/apple-pay (1).png,apple-pay (1).png,.png,9596,16c384097cc9650423cca3a771116f130f8b149e,website_image
Media-Images/Website images _unzipped/apple.png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/apple.png,apple.png,.png,6449,9d3e5165088b440c9d2f2fa9c8cc23b8c8cd1967,website_image
Media-Images/Website images _unzipped/credit-card (1).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/credit-card (1).png,credit-card (1).png,.png,7169,561bc6918b381055a675f808855113dd3ef55858,website_image
Media-Images/Website images _unzipped/e-mail-global-communications-connection-social-networking-concept (Medium)_edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/e-mail-global-communications-connection-social-networking-concept (Medium)_edited.jpg,e-mail-global-communications-connection-social-networking-concept (Medium)_edited.jpg,.jpg,199501,83268b8dc42e3877e01639aa1cb49da1cb56a1a0,website_image
Media-Images/Website images _unzipped/e6b6bb7a-28a3-4f34-90df-df5e200cff1d.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/e6b6bb7a-28a3-4f34-90df-df5e200cff1d.jpg,e6b6bb7a-28a3-4f34-90df-df5e200cff1d.jpg,.jpg,269144,c9fd995a3d4248f6aec604e0c6d3b0a1896bc5cc,website_image
Media-Images/Website images _unzipped/image.png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/image.png,image.png,.png,869954,ea41e4bf4188f7fb8d65b112750c7f30c1c16ba7,website_image
Media-Images/Website images _unzipped/image1 (1).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/image1 (1).png,image1 (1).png,.png,118771,2185286fefa434f6bb0293a7f66831bca3b4cfd6,website_image
Media-Images/Website images _unzipped/image10 (Medium).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/image10 (Medium).png,image10 (Medium).png,.png,285212,55d13872e308eefb4af53d3dc965f465d4a3c2e2,website_image
Media-Images/Website images _unzipped/image7 (Medium).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/image7 (Medium).png,image7 (Medium).png,.png,198999,489c6f01c2273b3a5b610bea9c920c1cf018fc96,website_image
Media-Images/Website images _unzipped/image8 (Medium).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/image8 (Medium).png,image8 (Medium).png,.png,204061,f39e87512961171dc0d12d068e3feda9a33eeedb,website_image
Media-Images/Website images _unzipped/image8.png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/image8.png,image8.png,.png,1386902,8deb9761927a64dae3d44dccf936e71fd9262272,website_image
Media-Images/Website images _unzipped/image9 (Medium).png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/image9 (Medium).png,image9 (Medium).png,.png,421727,3eb8d9a2cb0e57dde027f9ed852c8c7a4ae63cde,website_image
Media-Images/Website images _unzipped/steptodown.com669495.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/steptodown.com669495.jpg,steptodown.com669495.jpg,.jpg,124908,7343dba53194c54ab396a1192431823a7566d1b9,website_image
Media-Images/Website images _unzipped/steptodown.com822708.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/steptodown.com822708.jpg,steptodown.com822708.jpg,.jpg,55038,713848f404386951169505c9daf25670153e7b42,website_image
Media-Images/Website images _unzipped/steptodown.com838809.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/steptodown.com838809.jpg,steptodown.com838809.jpg,.jpg,197689,cc79400804ebf73cc2794c20b187245758585ed0,website_image
Media-Images/Website images _unzipped/tiktok.png,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/tiktok.png,tiktok.png,.png,14180,7a11e6518c1127ec17d8bf036f1dab3466f99621,website_image
Media-Images/Website images _unzipped/top-view-person-writing-laptop-with-copy-space (Medium).jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/top-view-person-writing-laptop-with-copy-space (Medium).jpg,top-view-person-writing-laptop-with-copy-space (Medium).jpg,.jpg,89088,c3addaad6fd6972e5375d9a0a65498355c9724e0,website_image
Media-Images/Website images _unzipped/top-view-person-writing-laptop-with-copy-space (Medium)_edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/top-view-person-writing-laptop-with-copy-space (Medium)_edited.jpg,top-view-person-writing-laptop-with-copy-space (Medium)_edited.jpg,.jpg,208814,0a9be858b1e298d3b7a1b327c4fc0225361917c6,website_image
Media-Images/Website images _unzipped/unnamed (1).jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/unnamed (1).jpg,unnamed (1).jpg,.jpg,100157,04cbecdf27f6ce459f14146b1d32cd934a25be59,website_image
Media-Images/Website images _unzipped/unnamed (5).jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/unnamed (5).jpg,unnamed (5).jpg,.jpg,47042,f2a928af72e47dec90c964d967503784efcbdf7a,website_image
Media-Images/Website images _unzipped/unnamed.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/unnamed.jpg,unnamed.jpg,.jpg,97212,f9974909f8b3db9d14c92c7218e38b8dc4021486,website_image
Media-Images/Website images _unzipped/woman wears black tank top_edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/woman wears black tank top_edited.jpg,woman wears black tank top_edited.jpg,.jpg,3554075,bac2129b6ff24c3290767f1dd9ce45ec93c6e8d4,website_image
Media-Images/Website images _unzipped/woman wears black tank top_edited_edited.jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/woman wears black tank top_edited_edited.jpg,woman wears black tank top_edited_edited.jpg,.jpg,3086599,03467008491b4b2dc2dd342be7a305cc50b92070,website_image
Media-Images/Website images _unzipped/young-man-studying-library-using-his-laptop (Medium).jpg,/Users/meshulumort/Documents/mekor/rebuild-assets/raw2/Mekor Assests/Media-Images/Website images _unzipped/young-man-studying-library-using-his-laptop (Medium).jpg,young-man-studying-library-using-his-laptop (Medium).jpg,.jpg,180653,c078d5dd5475ab968d42cdc6c7fc1e43c1e3ee57,website_image
